time,x-acceleration,y-acceleration,z-acceleration
0.000,-0.408,0.148,0.137
0.020,-0.423,0.152,0.151
0.040,-0.386,0.209,0.109
0.060,-0.438,0.223,0.017
0.080,-0.566,0.151,-0.056
0.100,-0.647,0.123,-0.030
0.120,-0.627,0.136,0.052
0.140,-0.612,0.153,0.099
0.160,-0.666,0.211,0.064
0.180,-0.804,0.346,-0.050
0.200,-0.928,0.415,-0.089
0.220,-0.872,0.404,0.004
0.240,-0.767,0.338,0.140
0.260,-0.757,0.249,0.276
0.280,-0.819,0.307,0.343
0.300,-1.057,0.501,0.250
0.320,-1.347,0.475,0.193
0.340,-1.420,0.350,0.310
0.360,-1.518,0.390,0.391
0.380,-1.757,0.637,0.569
0.400,-1.976,0.962,0.821
0.420,-2.000,1.008,0.955
0.440,-1.997,0.850,0.862
0.460,-1.999,0.661,0.668
0.480,-2.000,1.027,0.370
0.500,-2.000,1.436,0.184
0.520,-2.000,1.073,0.130
0.540,-1.990,0.467,0.021
0.560,-1.774,0.137,-0.145
0.580,-1.311,-0.121,-0.167
0.600,-0.841,-0.262,-0.076
0.620,-0.494,-0.049,-0.047
0.640,-0.487,0.216,0.032
0.660,-0.953,0.000,-0.161
0.680,-1.285,-0.524,-0.242
0.700,-1.123,-0.715,0.067
0.720,-0.910,-0.385,0.620
0.740,-1.027,0.175,0.467
0.760,-1.744,0.164,-0.192
0.780,-2.000,0.194,-0.432
0.800,-1.617,0.414,-0.331
0.820,-1.313,0.570,-0.065
0.840,-1.278,0.604,0.138
0.860,-1.380,0.720,0.106
0.880,-1.515,0.717,-0.005
0.900,-1.388,0.619,0.037
0.920,-1.040,0.627,0.154
0.940,-0.726,0.674,0.161
0.960,-0.589,0.620,0.062
0.980,-0.607,0.567,-0.118
1.000,-0.475,0.630,-0.207
1.020,-0.277,0.590,-0.168
1.040,-0.204,0.487,-0.098
1.060,-0.183,0.360,-0.025
1.080,-0.167,0.245,0.029
1.100,-0.219,0.096,0.047
1.120,-0.294,0.067,0.019
1.140,-0.324,0.027,0.067
1.160,-0.310,-0.081,0.258
1.180,-0.311,-0.305,0.620
1.200,-0.318,-0.516,0.978
1.220,-0.367,-0.703,1.170
1.240,-0.452,-0.557,1.151
1.260,-0.517,-0.254,1.070
1.280,-0.481,-0.005,1.145
1.300,-0.426,0.178,1.100
1.320,-0.506,0.293,0.877
1.340,-0.695,0.352,0.607
1.360,-0.876,0.353,0.452
1.380,-0.849,0.353,0.478
1.400,-0.785,0.327,0.566
1.420,-0.781,0.266,0.630
1.440,-0.765,0.173,0.711
1.460,-0.692,0.082,0.811
1.480,-0.659,-0.001,0.894
1.500,-0.684,-0.050,0.937
1.520,-0.758,-0.049,0.922
1.540,-0.851,0.041,0.807
1.560,-0.946,0.211,0.634
1.580,-0.920,0.288,0.543
1.600,-0.817,0.380,0.536
1.620,-0.866,0.374,0.602
1.640,-0.912,0.326,0.597
1.660,-0.909,0.295,0.555
1.680,-0.826,0.245,0.622
1.700,-0.737,0.179,0.733
1.720,-0.728,0.082,0.761
1.740,-0.773,-0.004,0.741
1.760,-0.810,-0.027,0.737
1.780,-0.810,-0.021,0.743
1.800,-0.813,-0.043,0.755
1.820,-0.843,-0.052,0.677
1.840,-0.915,-0.025,0.584
1.860,-0.962,0.038,0.536
1.880,-0.943,0.073,0.568
1.900,-0.935,0.066,0.597
1.920,-0.919,0.059,0.603
1.940,-0.913,0.060,0.610
1.960,-0.911,0.073,0.599
1.980,-0.906,0.108,0.602
2.000,-0.890,0.134,0.607
2.020,-0.878,0.138,0.610
2.040,-0.880,0.122,0.608
2.060,-0.902,0.105,0.599
