time,x-acceleration,y-acceleration,z-acceleration
0.000,-0.116,-0.136,-0.958
0.020,-0.114,-0.125,-0.948
0.040,-0.114,-0.119,-0.949
0.060,-0.096,-0.115,-0.950
0.080,-0.088,-0.099,-0.933
0.100,-0.092,-0.099,-0.913
0.120,-0.094,-0.096,-0.889
0.140,-0.098,-0.084,-0.869
0.160,-0.102,-0.088,-0.871
0.180,-0.099,-0.098,-0.851
0.200,-0.085,-0.077,-0.857
0.220,-0.084,-0.061,-0.915
0.240,-0.090,-0.062,-0.940
0.260,-0.105,-0.069,-0.924
0.280,-0.121,-0.064,-0.903
0.300,-0.111,-0.047,-0.893
0.320,-0.111,-0.021,-0.924
0.340,-0.116,-0.006,-0.937
0.360,-0.105,-0.021,-0.881
0.380,-0.097,-0.043,-0.831
0.400,-0.089,-0.049,-0.837
0.420,-0.082,-0.039,-0.865
0.440,-0.087,-0.028,-0.876
0.460,-0.091,-0.031,-0.876
0.480,-0.090,-0.051,-0.864
0.500,-0.090,-0.068,-0.878
0.520,-0.094,-0.061,-0.947
0.540,-0.113,-0.039,-1.025
0.560,-0.114,-0.025,-1.044
0.580,-0.105,-0.022,-1.026
0.600,-0.091,-0.024,-1.012
0.620,-0.085,-0.020,-1.003
0.640,-0.097,-0.021,-1.039
0.660,-0.118,-0.005,-1.036
0.680,-0.085,0.010,-1.017
0.700,-0.065,-0.005,-0.979
0.720,-0.055,-0.012,-0.968
0.740,-0.051,-0.011,-0.989
0.760,-0.054,-0.007,-1.037
0.780,-0.057,-0.007,-1.076
0.800,-0.076,-0.000,-1.131
0.820,-0.104,-0.000,-1.155
0.840,-0.132,-0.011,-1.134
0.860,-0.145,-0.029,-1.104
0.880,-0.147,-0.041,-1.094
0.900,-0.143,-0.034,-1.124
0.920,-0.083,-0.017,-1.130
0.940,-0.062,-0.031,-1.132
0.960,-0.041,-0.044,-1.129
0.980,-0.047,-0.051,-1.134
1.000,-0.059,-0.042,-1.201
1.020,-0.069,-0.027,-1.292
1.040,-0.089,0.000,-1.356
1.060,-0.081,-0.005,-1.342
1.080,-0.076,-0.026,-1.265
1.100,-0.088,-0.038,-1.188
1.120,-0.092,-0.037,-1.146
1.140,-0.088,-0.038,-1.149
1.160,-0.090,-0.039,-1.127
1.180,-0.083,-0.043,-1.093
1.200,-0.072,-0.036,-1.085
1.220,-0.078,-0.027,-1.123
1.240,-0.073,-0.025,-1.146
1.260,-0.072,-0.032,-1.143
1.280,-0.067,-0.045,-1.126
1.300,-0.073,-0.045,-1.125
1.320,-0.081,-0.049,-1.139
1.340,-0.083,-0.036,-1.149
1.360,-0.094,-0.033,-1.145
1.380,-0.097,-0.036,-1.129
1.400,-0.087,-0.045,-1.095
1.420,-0.084,-0.042,-1.076
1.440,-0.078,-0.043,-1.064
1.460,-0.072,-0.045,-1.047
1.480,-0.069,-0.046,-1.027
1.500,-0.076,-0.055,-0.997
1.520,-0.086,-0.061,-0.983
1.540,-0.096,-0.055,-1.012
1.560,-0.101,-0.056,-1.036
1.580,-0.109,-0.063,-1.032
1.600,-0.117,-0.062,-1.021
1.620,-0.121,-0.051,-1.003
1.640,-0.112,-0.050,-0.967
1.660,-0.100,-0.058,-0.919
1.680,-0.087,-0.063,-0.899
1.700,-0.092,-0.057,-0.914
1.720,-0.090,-0.052,-0.920
1.740,-0.097,-0.055,-0.904
1.760,-0.099,-0.065,-0.888
1.780,-0.093,-0.073,-0.898
1.800,-0.090,-0.067,-0.935
1.820,-0.091,-0.055,-0.946
1.840,-0.090,-0.060,-0.936
1.860,-0.092,-0.064,-0.915
1.880,-0.097,-0.065,-0.899
1.900,-0.095,-0.071,-0.894
1.920,-0.089,-0.077,-0.898
1.940,-0.088,-0.081,-0.868
1.960,-0.092,-0.081,-0.859
1.980,-0.095,-0.082,-0.869
2.000,-0.100,-0.082,-0.887
2.020,-0.103,-0.086,-0.902
2.040,-0.105,-0.101,-0.894
2.060,-0.102,-0.102,-0.897
2.080,-0.096,-0.098,-0.915
