time,x-acceleration,y-acceleration,z-acceleration
0.000,0.006,-0.166,-0.971
0.020,0.008,-0.166,-0.972
0.040,0.010,-0.166,-0.984
0.060,0.004,-0.160,-0.986
0.080,-0.004,-0.160,-0.981
0.100,-0.008,-0.170,-0.973
0.120,-0.012,-0.173,-0.965
0.140,-0.014,-0.179,-0.962
0.160,-0.012,-0.183,-0.962
0.180,-0.008,-0.181,-0.959
0.200,-0.006,-0.181,-0.940
0.220,-0.005,-0.180,-0.945
0.240,0.002,-0.175,-0.951
0.260,0.009,-0.174,-0.949
0.280,0.005,-0.175,-0.956
0.300,0.007,-0.171,-0.966
0.320,0.006,-0.163,-0.999
0.340,0.002,-0.165,-1.031
0.360,0.003,-0.165,-1.001
0.380,-0.008,-0.157,-0.960
0.400,-0.010,-0.149,-0.942
0.420,-0.008,-0.135,-0.947
0.440,-0.004,-0.124,-0.950
0.460,0.009,-0.134,-0.932
0.480,0.011,-0.148,-0.900
0.500,0.001,-0.131,-0.866
0.520,-0.011,-0.109,-0.857
0.540,-0.024,-0.111,-0.906
0.560,-0.013,-0.144,-0.873
0.580,-0.035,-0.134,-0.900
0.600,-0.031,-0.137,-0.888
0.620,0.007,-0.160,-0.825
0.640,0.020,-0.158,-0.815
0.660,0.005,-0.147,-0.877
0.680,-0.016,-0.179,-0.888
0.700,-0.015,-0.210,-0.880
0.720,0.004,-0.197,-0.862
0.740,0.022,-0.169,-0.924
0.760,0.062,-0.192,-0.999
0.780,0.050,-0.194,-1.054
0.800,0.019,-0.178,-1.053
0.820,0.025,-0.176,-1.045
0.840,0.031,-0.178,-1.060
0.860,0.025,-0.180,-1.032
0.880,0.017,-0.181,-0.971
0.900,0.016,-0.195,-0.917
0.920,0.006,-0.207,-0.903
0.940,-0.016,-0.202,-0.908
0.960,-0.008,-0.209,-0.894
0.980,0.016,-0.229,-0.888
1.000,0.030,-0.239,-0.893
1.020,0.026,-0.236,-0.917
1.040,0.032,-0.237,-0.948
1.060,0.063,-0.244,-0.933
1.080,0.051,-0.254,-0.931
1.100,0.035,-0.262,-0.942
1.120,0.032,-0.247,-0.997
1.140,0.027,-0.229,-1.075
1.160,0.013,-0.218,-1.083
1.180,-0.001,-0.209,-1.035
1.200,-0.014,-0.223,-0.959
1.220,-0.020,-0.248,-0.933
1.240,-0.022,-0.245,-0.934
1.260,0.003,-0.257,-0.934
1.280,0.015,-0.248,-0.938
1.300,0.016,-0.242,-0.980
1.320,0.019,-0.244,-1.027
1.340,0.019,-0.230,-1.056
1.360,0.026,-0.227,-1.098
1.380,0.019,-0.229,-1.140
1.400,0.007,-0.223,-1.134
1.420,-0.008,-0.219,-1.109
1.440,-0.011,-0.225,-1.102
1.460,-0.006,-0.231,-1.123
1.480,0.007,-0.232,-1.155
1.500,0.019,-0.233,-1.163
1.520,0.023,-0.236,-1.142
1.540,-0.001,-0.207,-1.174
1.560,-0.011,-0.215,-0.995
1.580,-0.017,-0.214,-0.926
1.600,-0.001,-0.222,-1.031
1.620,0.004,-0.213,-1.064
1.640,0.002,-0.201,-1.064
1.660,-0.008,-0.191,-1.065
1.680,-0.012,-0.185,-1.087
1.700,0.000,-0.189,-1.108
1.720,0.003,-0.187,-1.058
1.740,0.000,-0.185,-0.958
1.760,-0.017,-0.190,-0.884
1.780,-0.025,-0.194,-0.886
1.800,-0.006,-0.193,-0.964
1.820,0.008,-0.186,-1.018
1.840,0.012,-0.180,-1.004
1.860,0.026,-0.174,-0.979
1.880,0.028,-0.162,-0.982
1.900,0.026,-0.162,-1.004
1.920,0.026,-0.164,-1.024
1.940,0.024,-0.170,-1.013
1.960,0.003,-0.176,-0.970
1.980,-0.011,-0.176,-0.946
2.000,-0.009,-0.180,-0.944
2.020,-0.003,-0.184,-0.967
2.040,0.005,-0.191,-1.021
2.060,-0.008,-0.182,-1.035
2.080,-0.023,-0.176,-1.015
2.100,-0.024,-0.182,-0.987
2.120,-0.030,-0.185,-0.950
2.140,-0.031,-0.186,-0.936
2.160,-0.024,-0.175,-0.957
2.180,-0.018,-0.175,-0.993
2.200,-0.027,-0.176,-0.984
2.220,-0.036,-0.190,-0.932
2.240,-0.036,-0.167,-0.907
2.260,-0.024,-0.152,-0.922
2.280,-0.015,-0.173,-0.988
2.300,-0.019,-0.170,-0.994
2.320,-0.031,-0.170,-0.915
2.340,-0.042,-0.170,-0.853
2.360,-0.050,-0.142,-0.871
2.380,-0.038,-0.126,-0.973
2.400,-0.026,-0.124,-0.984
2.420,-0.035,-0.115,-0.882
2.440,-0.041,-0.173,-0.947
2.460,-0.054,-0.186,-0.964
2.480,-0.066,-0.191,-0.996
2.500,-0.079,-0.180,-1.037
2.520,-0.073,-0.180,-1.058
2.540,-0.066,-0.198,-1.021
2.560,-0.069,-0.210,-0.932
2.580,-0.069,-0.219,-0.866
