time,x-acceleration,y-acceleration,z-acceleration
0.000,-0.595,0.450,-0.263
0.020,-0.772,0.542,-0.348
0.040,-0.744,0.307,-0.356
0.060,-0.704,0.440,-0.212
0.080,-0.716,0.573,-0.257
0.100,-0.778,0.664,-0.466
0.120,-0.895,0.832,-0.665
0.140,-0.952,0.868,-0.592
0.160,-1.007,0.752,-0.525
0.180,-1.118,0.677,-0.469
0.200,-1.144,0.738,-0.446
0.220,-1.253,0.780,-0.441
0.240,-1.286,0.865,-0.463
0.260,-1.341,0.879,-0.445
0.280,-1.411,0.842,-0.440
0.300,-1.493,0.871,-0.442
0.320,-1.593,0.878,-0.506
0.340,-1.674,0.871,-0.570
0.360,-1.683,0.904,-0.626
0.380,-1.635,0.843,-0.551
0.400,-1.533,0.737,-0.467
0.420,-1.456,0.642,-0.463
0.440,-1.428,0.577,-0.518
0.460,-1.296,0.635,-0.530
0.480,-1.170,0.659,-0.537
0.500,-1.037,0.571,-0.525
0.520,-0.955,0.481,-0.493
0.540,-0.891,0.403,-0.461
0.560,-0.837,0.370,-0.417
0.580,-0.813,0.479,-0.434
0.600,-0.812,0.518,-0.461
0.620,-0.779,0.451,-0.430
0.640,-0.767,0.412,-0.392
0.660,-0.786,0.397,-0.360
0.680,-0.799,0.405,-0.350
0.700,-0.816,0.493,-0.393
0.720,-0.824,0.536,-0.449
0.740,-0.912,0.531,-0.503
0.760,-0.961,0.507,-0.506
0.780,-0.987,0.476,-0.497
0.800,-1.032,0.460,-0.521
0.820,-1.039,0.479,-0.532
0.840,-1.021,0.549,-0.536
0.860,-1.018,0.545,-0.541
0.880,-1.010,0.455,-0.493
0.900,-0.959,0.368,-0.447
0.920,-0.887,0.323,-0.374
0.940,-0.855,0.398,-0.368
0.960,-0.880,0.469,-0.408
0.980,-0.885,0.485,-0.438
1.000,-0.857,0.482,-0.438
1.020,-0.829,0.457,-0.431
1.040,-0.829,0.413,-0.437
1.060,-0.827,0.370,-0.425
1.080,-0.822,0.371,-0.401
1.100,-0.835,0.363,-0.396
1.120,-0.832,0.365,-0.392
1.140,-0.816,0.391,-0.379
1.160,-0.815,0.411,-0.368
1.180,-0.833,0.385,-0.365
1.200,-0.842,0.361,-0.345
1.220,-0.856,0.362,-0.341
1.240,-0.862,0.376,-0.351
1.260,-0.852,0.401,-0.356
1.280,-0.844,0.412,-0.343
1.300,-0.853,0.376,-0.335
1.320,-0.872,0.340,-0.322
1.340,-0.895,0.341,-0.309
1.360,-0.925,0.388,-0.316
1.380,-0.942,0.428,-0.340
1.400,-0.930,0.437,-0.347
1.420,-0.930,0.421,-0.344
1.440,-0.947,0.391,-0.346
1.460,-0.939,0.389,-0.332
1.480,-0.936,0.384,-0.318
1.500,-0.918,0.386,-0.304
1.520,-0.882,0.362,-0.289
1.540,-0.867,0.339,-0.273
1.560,-0.868,0.318,-0.272
1.580,-0.879,0.299,-0.269
1.600,-0.891,0.296,-0.257
1.620,-0.894,0.278,-0.255
1.640,-0.903,0.272,-0.254
1.660,-0.889,0.297,-0.254
1.680,-0.860,0.327,-0.258
1.700,-0.852,0.331,-0.238
1.720,-0.857,0.314,-0.187
1.740,-0.865,0.289,-0.140
1.760,-0.873,0.286,-0.102
1.780,-0.887,0.317,-0.086
1.800,-0.946,0.336,-0.117
1.820,-1.003,0.338,-0.156
1.840,-1.005,0.370,-0.197
1.860,-0.998,0.374,-0.199
1.880,-1.003,0.347,-0.181
1.900,-1.015,0.330,-0.174
1.920,-1.032,0.320,-0.168
1.940,-1.048,0.313,-0.189
1.960,-1.039,0.315,-0.183
1.980,-1.010,0.331,-0.151
2.000,-1.003,0.341,-0.146
2.020,-1.011,0.354,-0.145
2.040,-1.013,0.366,-0.161
2.060,-1.026,0.369,-0.182
2.080,-1.033,0.371,-0.192
2.100,-1.040,0.371,-0.201
2.120,-1.045,0.357,-0.213
2.140,-1.036,0.343,-0.211
2.160,-1.006,0.330,-0.195
2.180,-0.981,0.327,-0.174
2.200,-0.976,0.316,-0.181
2.220,-0.982,0.317,-0.190
2.240,-0.991,0.323,-0.201
