time,x-acceleration,y-acceleration,z-acceleration
0.000,-0.083,-0.095,-1.004
0.020,-0.082,-0.096,-1.004
0.040,-0.071,-0.099,-0.995
0.060,-0.074,-0.078,-0.970
0.080,-0.071,-0.090,-0.969
0.100,-0.078,-0.077,-0.986
0.120,-0.075,-0.079,-1.000
0.140,-0.070,-0.094,-1.009
0.160,-0.057,-0.109,-1.011
0.180,-0.054,-0.100,-1.006
0.200,-0.043,-0.126,-1.021
0.220,-0.042,-0.124,-1.016
0.240,-0.044,-0.121,-1.002
0.260,-0.043,-0.120,-0.992
0.280,-0.048,-0.119,-0.996
0.300,-0.050,-0.104,-1.005
0.320,-0.043,-0.096,-1.003
0.340,-0.045,-0.101,-0.990
0.360,-0.052,-0.103,-0.994
0.380,-0.059,-0.092,-0.980
0.400,-0.058,-0.090,-0.996
0.420,-0.059,-0.099,-0.995
0.440,-0.053,-0.107,-0.973
0.460,-0.047,-0.109,-0.972
0.480,-0.038,-0.123,-0.984
0.500,-0.012,-0.130,-1.009
0.520,0.003,-0.135,-0.993
0.540,0.009,-0.137,-0.954
0.560,-0.009,-0.156,-0.958
0.580,-0.019,-0.152,-0.930
0.600,-0.013,-0.148,-0.909
0.620,-0.027,-0.159,-0.899
0.640,-0.056,-0.147,-0.873
0.660,-0.054,-0.161,-0.861
0.680,-0.064,-0.160,-0.842
0.700,-0.076,-0.149,-0.815
0.720,-0.098,-0.111,-0.785
0.740,-0.049,-0.158,-0.783
0.760,0.047,-0.201,-0.717
0.780,0.072,-0.189,-0.687
0.800,0.003,-0.170,-0.667
0.820,0.031,-0.191,-0.645
0.840,-0.025,-0.208,-0.734
0.860,-0.108,-0.125,-0.783
0.880,-0.130,-0.098,-0.815
0.900,-0.128,-0.095,-0.757
0.920,-0.117,-0.081,-0.640
0.940,-0.117,-0.089,-0.594
0.960,-0.118,-0.087,-0.621
0.980,-0.119,-0.081,-0.646
1.000,-0.119,-0.092,-0.638
1.020,-0.113,-0.065,-0.659
1.040,-0.116,-0.081,-0.723
1.060,-0.109,-0.089,-0.811
1.080,-0.118,-0.095,-0.951
1.100,-0.082,-0.096,-1.077
1.120,-0.049,-0.076,-1.162
1.140,-0.032,-0.078,-1.186
1.160,-0.018,-0.054,-1.251
1.180,-0.001,-0.057,-1.374
1.200,0.007,-0.085,-1.367
1.220,-0.007,-0.126,-1.268
1.240,-0.002,-0.155,-1.246
1.260,0.034,-0.165,-1.356
1.280,0.050,-0.138,-1.451
1.300,0.043,-0.129,-1.453
1.320,0.020,-0.163,-1.379
1.340,0.028,-0.203,-1.400
1.360,0.055,-0.216,-1.540
1.380,0.078,-0.187,-1.723
1.400,0.065,-0.171,-1.851
1.420,0.033,-0.156,-1.893
1.440,0.034,-0.152,-1.838
1.460,0.021,-0.090,-1.808
1.480,-0.018,-0.062,-1.827
1.500,-0.050,-0.082,-1.676
1.520,-0.071,-0.099,-1.443
1.540,-0.077,-0.102,-1.259
1.560,-0.089,-0.118,-1.195
1.580,-0.097,-0.117,-1.212
1.600,-0.103,-0.083,-1.233
1.620,-0.087,-0.077,-1.226
1.640,-0.053,-0.078,-1.152
1.660,-0.018,-0.086,-1.152
1.680,0.022,-0.104,-1.203
1.700,0.038,-0.104,-1.184
1.720,0.021,-0.099,-1.099
1.740,-0.003,-0.099,-1.011
1.760,-0.022,-0.104,-0.965
1.780,-0.023,-0.091,-0.876
1.800,-0.007,-0.103,-0.761
1.820,-0.069,-0.045,-0.726
1.840,-0.075,-0.025,-0.699
1.860,-0.103,-0.055,-0.674
1.880,-0.103,-0.088,-0.533
1.900,-0.117,-0.091,-0.418
1.920,-0.142,-0.069,-0.461
1.940,-0.147,-0.072,-0.530
1.960,-0.142,-0.088,-0.522
1.980,-0.137,-0.076,-0.472
2.000,-0.135,-0.068,-0.441
2.020,-0.143,-0.050,-0.553
2.040,-0.147,-0.065,-0.706
2.060,-0.133,-0.099,-0.755
2.080,-0.132,-0.098,-0.712
2.100,-0.114,-0.146,-0.685
2.120,-0.090,-0.169,-0.770
2.140,-0.082,-0.143,-0.946
2.160,-0.066,-0.131,-1.112
2.180,-0.083,-0.126,-1.180
2.200,-0.103,-0.129,-1.173
2.220,-0.109,-0.134,-1.138
2.240,-0.103,-0.141,-1.115
2.260,-0.103,-0.116,-1.081
2.280,-0.108,-0.111,-1.023
2.300,-0.109,-0.122,-0.940
2.320,-0.108,-0.138,-0.869
2.340,-0.114,-0.145,-0.849
2.360,-0.107,-0.153,-0.897
2.380,-0.088,-0.168,-0.947
2.400,-0.090,-0.141,-0.979
2.420,-0.095,-0.135,-1.011
2.440,-0.110,-0.125,-1.045
2.460,-0.124,-0.110,-1.096
2.480,-0.139,-0.103,-1.118
2.500,-0.138,-0.110,-1.088
2.520,-0.135,-0.107,-1.034
2.540,-0.127,-0.111,-0.990
2.560,-0.130,-0.115,-0.971
