time,x-acceleration,y-acceleration,z-acceleration
0.000,-0.052,-0.153,-0.965
0.020,-0.053,-0.144,-0.968
0.040,-0.049,-0.143,-0.959
0.060,-0.052,-0.140,-0.933
0.080,-0.058,-0.130,-0.916
0.100,-0.054,-0.132,-0.926
0.120,-0.053,-0.133,-0.905
0.140,-0.062,-0.135,-0.892
0.160,-0.065,-0.132,-0.901
0.180,-0.066,-0.131,-0.902
0.200,-0.085,-0.124,-0.891
0.220,-0.091,-0.117,-0.876
0.240,-0.090,-0.120,-0.864
0.260,-0.091,-0.114,-0.859
0.280,-0.092,-0.098,-0.860
0.300,-0.070,-0.081,-0.858
0.320,-0.071,-0.062,-0.838
0.340,-0.074,-0.079,-0.790
0.360,-0.080,-0.078,-0.735
0.380,-0.084,-0.068,-0.732
0.400,-0.089,-0.076,-0.757
0.420,-0.086,-0.081,-0.784
0.440,-0.081,-0.077,-0.811
0.460,-0.092,-0.078,-0.826
0.480,-0.092,-0.083,-0.850
0.500,-0.088,-0.099,-0.896
0.520,-0.099,-0.107,-0.949
0.540,-0.077,-0.112,-0.954
0.560,-0.101,-0.083,-0.956
0.580,-0.092,-0.076,-0.929
0.600,-0.090,-0.105,-0.867
0.620,-0.101,-0.110,-0.851
0.640,-0.089,-0.109,-0.917
0.660,-0.065,-0.116,-0.961
0.680,-0.065,-0.099,-1.008
0.700,-0.035,-0.106,-1.009
0.720,-0.029,-0.108,-1.015
0.740,-0.047,-0.109,-1.084
0.760,-0.066,-0.106,-1.145
0.780,-0.062,-0.112,-1.158
0.800,-0.069,-0.112,-1.181
0.820,-0.083,-0.112,-1.229
0.840,-0.088,-0.105,-1.281
0.860,-0.078,-0.100,-1.344
0.880,-0.064,-0.102,-1.449
0.900,-0.043,-0.090,-1.591
0.920,-0.037,-0.059,-1.658
0.940,-0.058,-0.046,-1.656
0.960,-0.079,-0.050,-1.616
0.980,-0.084,-0.060,-1.536
1.000,-0.087,-0.063,-1.454
1.020,-0.085,-0.063,-1.400
1.040,-0.075,-0.060,-1.374
1.060,-0.061,-0.064,-1.347
1.080,-0.040,-0.078,-1.296
1.100,-0.023,-0.084,-1.241
1.120,-0.020,-0.088,-1.181
1.140,-0.016,-0.080,-1.171
1.160,-0.010,-0.077,-1.194
1.180,-0.023,-0.078,-1.205
1.200,-0.053,-0.067,-1.188
1.220,-0.076,-0.062,-1.179
1.240,-0.088,-0.067,-1.169
1.260,-0.093,-0.065,-1.151
1.280,-0.101,-0.069,-1.111
1.300,-0.108,-0.073,-1.048
1.320,-0.108,-0.081,-0.967
1.340,-0.101,-0.074,-0.911
1.360,-0.084,-0.066,-0.917
1.380,-0.073,-0.052,-0.934
1.400,-0.078,-0.058,-0.918
1.420,-0.087,-0.071,-0.872
1.440,-0.108,-0.085,-0.814
1.460,-0.129,-0.084,-0.791
1.480,-0.137,-0.055,-0.825
1.500,-0.122,-0.020,-0.917
1.520,-0.099,-0.015,-0.971
1.540,-0.101,-0.019,-0.914
1.560,-0.113,-0.037,-0.795
1.580,-0.109,-0.047,-0.743
1.600,-0.103,-0.039,-0.800
1.620,-0.092,-0.024,-0.862
1.640,-0.073,-0.034,-0.860
1.660,-0.071,-0.042,-0.804
1.680,-0.078,-0.038,-0.808
1.700,-0.076,-0.048,-0.833
1.720,-0.077,-0.059,-0.816
1.740,-0.089,-0.074,-0.781
1.760,-0.098,-0.088,-0.754
1.780,-0.108,-0.094,-0.780
1.800,-0.120,-0.095,-0.841
1.820,-0.133,-0.093,-0.874
1.840,-0.136,-0.089,-0.894
1.860,-0.140,-0.082,-0.927
1.880,-0.141,-0.059,-0.964
1.900,-0.137,-0.058,-0.985
1.920,-0.132,-0.058,-0.979
1.940,-0.124,-0.068,-0.959
1.960,-0.115,-0.087,-0.931
1.980,-0.103,-0.099,-0.894
2.000,-0.100,-0.106,-0.885
2.020,-0.096,-0.108,-0.889
2.040,-0.097,-0.111,-0.914
2.060,-0.092,-0.118,-0.953
2.080,-0.096,-0.124,-1.003
2.100,-0.102,-0.102,-1.070
2.120,-0.116,-0.066,-1.161
2.140,-0.109,-0.065,-1.198
2.160,-0.119,-0.069,-1.123
2.180,-0.115,-0.088,-1.003
2.200,-0.108,-0.116,-0.930
2.220,-0.100,-0.135,-0.893
