time,x-acceleration,y-acceleration,z-acceleration
0.000,-1.026,0.254,-0.098
0.020,-1.020,0.250,-0.090
0.040,-1.001,0.238,-0.085
0.060,-0.968,0.225,-0.073
0.080,-0.936,0.215,-0.064
0.100,-0.896,0.225,-0.021
0.120,-0.865,0.233,0.022
0.140,-0.861,0.211,0.021
0.160,-0.844,0.195,-0.016
0.180,-0.810,0.187,-0.059
0.200,-0.793,0.188,-0.068
0.220,-0.789,0.175,-0.032
0.240,-0.811,0.167,-0.020
0.260,-0.856,0.176,-0.030
0.280,-0.884,0.183,-0.021
0.300,-0.889,0.176,-0.039
0.320,-0.909,0.181,-0.153
0.340,-0.928,0.206,-0.264
0.360,-0.937,0.193,-0.266
0.380,-0.937,0.162,-0.200
0.400,-0.936,0.148,-0.155
0.420,-0.955,0.129,-0.164
0.440,-0.969,0.133,-0.204
0.460,-0.956,0.149,-0.216
0.480,-0.955,0.147,-0.216
0.500,-0.962,0.142,-0.213
0.520,-0.978,0.159,-0.217
0.540,-0.994,0.163,-0.249
0.560,-0.996,0.161,-0.287
0.580,-0.982,0.154,-0.273
0.600,-0.966,0.139,-0.226
0.620,-0.948,0.141,-0.176
0.640,-0.973,0.151,-0.164
0.660,-1.011,0.157,-0.179
0.680,-1.050,0.146,-0.207
0.700,-1.106,0.116,-0.242
0.720,-1.130,0.133,-0.243
0.740,-1.152,0.184,-0.237
0.760,-1.168,0.255,-0.242
0.780,-1.175,0.295,-0.226
0.800,-1.206,0.283,-0.220
0.820,-1.254,0.244,-0.230
0.840,-1.270,0.242,-0.219
0.860,-1.297,0.253,-0.224
0.880,-1.335,0.270,-0.221
0.900,-1.331,0.267,-0.194
0.920,-1.307,0.245,-0.190
0.940,-1.301,0.241,-0.182
0.960,-1.342,0.245,-0.103
0.980,-1.429,0.242,-0.032
1.000,-1.543,0.291,-0.099
1.020,-1.654,0.300,-0.236
1.040,-1.727,0.273,-0.336
1.060,-1.743,0.320,-0.393
1.080,-1.720,0.352,-0.385
1.100,-1.691,0.339,-0.360
1.120,-1.644,0.345,-0.361
1.140,-1.581,0.364,-0.421
1.160,-1.498,0.375,-0.495
1.180,-1.406,0.380,-0.505
1.200,-1.281,0.351,-0.443
1.220,-1.174,0.307,-0.376
1.240,-1.083,0.284,-0.316
1.260,-1.004,0.272,-0.267
1.280,-0.970,0.276,-0.255
1.300,-0.953,0.297,-0.249
1.320,-0.949,0.259,-0.221
1.340,-0.966,0.212,-0.199
1.360,-0.979,0.177,-0.182
1.380,-0.995,0.170,-0.170
1.400,-1.015,0.158,-0.171
1.420,-1.019,0.127,-0.159
1.440,-1.011,0.100,-0.116
1.460,-1.004,0.093,-0.071
1.480,-1.002,0.125,-0.019
1.500,-1.033,0.153,-0.025
1.520,-1.041,0.143,-0.042
1.540,-1.017,0.144,-0.063
1.560,-1.007,0.176,-0.085
1.580,-1.029,0.188,-0.095
1.600,-1.056,0.148,-0.110
1.620,-1.040,0.131,-0.112
1.640,-1.017,0.153,-0.100
1.660,-1.013,0.169,-0.105
1.680,-1.012,0.136,-0.117
1.700,-0.996,0.107,-0.108
1.720,-0.970,0.116,-0.084
1.740,-0.951,0.121,-0.063
1.760,-0.953,0.115,-0.081
1.780,-0.958,0.116,-0.111
1.800,-0.943,0.136,-0.126
1.820,-0.929,0.166,-0.122
1.840,-0.928,0.180,-0.123
1.860,-0.943,0.168,-0.138
1.880,-0.946,0.158,-0.143
1.900,-0.938,0.166,-0.127
1.920,-0.941,0.161,-0.118
1.940,-0.951,0.147,-0.104
1.960,-0.973,0.127,-0.089
1.980,-0.988,0.108,-0.085
2.000,-0.994,0.095,-0.084
2.020,-0.992,0.119,-0.096
2.040,-0.996,0.134,-0.114
2.060,-0.993,0.130,-0.111
2.080,-0.998,0.130,-0.116
2.100,-1.005,0.131,-0.112
2.120,-1.003,0.125,-0.103
2.140,-0.992,0.136,-0.089
2.160,-0.979,0.160,-0.060
2.180,-0.979,0.172,-0.035
2.200,-0.994,0.192,-0.023
2.220,-1.011,0.205,-0.015
2.240,-1.030,0.201,-0.023
2.260,-1.043,0.209,-0.047
2.280,-1.046,0.227,-0.074
2.300,-1.057,0.225,-0.090
2.320,-1.074,0.215,-0.097
2.340,-1.080,0.212,-0.081
2.360,-1.076,0.208,-0.059
2.380,-1.070,0.197,-0.046
2.400,-1.066,0.201,-0.040
2.420,-1.065,0.202,-0.042
2.440,-1.071,0.191,-0.046
2.460,-1.075,0.191,-0.041
2.480,-1.075,0.197,-0.041
2.500,-1.067,0.206,-0.037
2.520,-1.069,0.205,-0.030
2.540,-1.061,0.212,-0.014
2.560,-1.064,0.213,-0.004
2.580,-1.069,0.208,0.002
2.600,-1.085,0.200,-0.020
2.620,-1.098,0.204,-0.047
2.640,-1.105,0.204,-0.062
2.660,-1.110,0.198,-0.065
