time,x-acceleration,y-acceleration,z-acceleration
0.000,-0.842,0.407,-0.060
0.020,-0.866,0.399,-0.086
0.040,-0.869,0.383,-0.084
0.060,-0.874,0.383,-0.063
0.080,-0.880,0.395,-0.055
0.100,-0.885,0.424,-0.100
0.120,-0.893,0.457,-0.162
0.140,-0.903,0.469,-0.190
0.160,-0.897,0.448,-0.182
0.180,-0.881,0.421,-0.156
0.200,-0.857,0.422,-0.142
0.220,-0.839,0.432,-0.153
0.240,-0.832,0.417,-0.167
0.260,-0.835,0.389,-0.169
0.280,-0.827,0.352,-0.146
0.300,-0.815,0.347,-0.122
0.320,-0.824,0.376,-0.120
0.340,-0.842,0.403,-0.130
0.360,-0.852,0.438,-0.150
0.380,-0.866,0.494,-0.188
0.400,-0.896,0.534,-0.234
0.420,-0.920,0.560,-0.246
0.440,-0.935,0.566,-0.249
0.460,-0.941,0.556,-0.247
0.480,-0.939,0.543,-0.241
0.500,-0.952,0.527,-0.243
0.520,-0.959,0.519,-0.248
0.540,-0.967,0.513,-0.260
0.560,-0.972,0.514,-0.276
0.580,-0.966,0.503,-0.270
0.600,-0.954,0.485,-0.251
0.620,-0.927,0.502,-0.217
0.640,-0.907,0.520,-0.201
0.660,-0.921,0.518,-0.211
0.680,-0.935,0.515,-0.218
0.700,-0.951,0.517,-0.222
0.720,-0.966,0.523,-0.233
0.740,-0.962,0.555,-0.232
0.760,-0.953,0.589,-0.222
0.780,-0.968,0.579,-0.230
0.800,-1.008,0.549,-0.264
0.820,-1.040,0.543,-0.281
0.840,-1.051,0.562,-0.289
0.860,-1.044,0.582,-0.285
0.880,-1.033,0.597,-0.271
0.900,-1.035,0.601,-0.253
0.920,-1.056,0.594,-0.261
0.940,-1.077,0.608,-0.285
0.960,-1.103,0.629,-0.297
0.980,-1.124,0.634,-0.270
1.000,-1.131,0.625,-0.210
1.020,-1.142,0.604,-0.176
1.040,-1.177,0.588,-0.169
1.060,-1.207,0.594,-0.176
1.080,-1.239,0.627,-0.199
1.100,-1.261,0.667,-0.235
1.120,-1.280,0.685,-0.273
1.140,-1.281,0.725,-0.304
1.160,-1.257,0.754,-0.311
1.180,-1.230,0.726,-0.312
1.200,-1.197,0.707,-0.323
1.220,-1.163,0.676,-0.329
1.240,-1.144,0.617,-0.324
1.260,-1.125,0.564,-0.326
1.280,-1.102,0.536,-0.335
1.300,-1.086,0.531,-0.355
1.320,-1.076,0.553,-0.397
1.340,-1.067,0.575,-0.426
1.360,-1.046,0.585,-0.405
1.380,-1.023,0.580,-0.360
1.400,-1.034,0.556,-0.364
1.420,-1.081,0.535,-0.394
1.440,-1.121,0.540,-0.416
1.460,-1.109,0.553,-0.407
1.480,-1.075,0.551,-0.380
1.500,-1.056,0.536,-0.358
1.520,-1.054,0.522,-0.349
1.540,-1.023,0.511,-0.325
1.560,-0.990,0.495,-0.277
1.580,-0.953,0.483,-0.233
1.600,-0.927,0.448,-0.215
1.620,-0.884,0.411,-0.210
1.640,-0.821,0.385,-0.204
1.660,-0.766,0.378,-0.198
1.680,-0.731,0.382,-0.190
1.700,-0.742,0.382,-0.182
1.720,-0.758,0.342,-0.176
1.740,-0.765,0.307,-0.170
1.760,-0.756,0.289,-0.180
1.780,-0.735,0.293,-0.187
1.800,-0.717,0.305,-0.185
1.820,-0.713,0.306,-0.169
1.840,-0.697,0.271,-0.128
1.860,-0.684,0.239,-0.073
1.880,-0.690,0.220,-0.009
1.900,-0.709,0.200,0.059
1.920,-0.725,0.181,0.130
1.940,-0.746,0.180,0.185
1.960,-0.761,0.200,0.225
1.980,-0.770,0.239,0.249
2.000,-0.790,0.306,0.268
2.020,-0.809,0.367,0.274
2.040,-0.838,0.425,0.254
2.060,-0.878,0.495,0.203
2.080,-0.924,0.552,0.137
2.100,-0.963,0.592,0.073
2.120,-0.991,0.621,0.034
2.140,-1.008,0.629,0.012
2.160,-1.010,0.621,0.013
2.180,-1.003,0.602,0.041
2.200,-0.990,0.563,0.092
2.220,-0.979,0.535,0.140
2.240,-0.987,0.509,0.157
2.260,-0.989,0.495,0.161
2.280,-0.981,0.490,0.158
2.300,-0.985,0.488,0.132
2.320,-0.988,0.486,0.105
2.340,-0.973,0.483,0.098
2.360,-0.961,0.467,0.090
2.380,-0.949,0.440,0.087
