time,x-acceleration,y-acceleration,z-acceleration
0.000,-0.626,0.232,-0.008
0.020,-0.636,0.242,0.055
0.040,-0.665,0.199,0.132
0.060,-0.707,0.106,0.128
0.080,-0.793,0.051,0.025
0.100,-0.845,0.062,-0.005
0.120,-0.814,0.128,0.032
0.140,-0.807,0.162,0.044
0.160,-0.868,0.155,0.008
0.180,-0.931,0.163,0.038
0.200,-1.013,0.183,0.076
0.220,-1.081,0.201,0.096
0.240,-1.102,0.190,0.093
0.260,-1.080,0.205,0.067
0.280,-1.043,0.254,0.008
0.300,-1.015,0.248,0.010
0.320,-0.985,0.202,0.079
0.340,-0.950,0.205,0.107
0.360,-0.904,0.255,0.060
0.380,-0.881,0.280,0.045
0.400,-0.898,0.273,0.095
0.420,-0.958,0.219,0.129
0.440,-1.030,0.202,0.120
0.460,-1.056,0.302,0.024
0.480,-1.061,0.388,-0.024
0.500,-1.087,0.307,0.161
0.520,-1.161,0.198,0.333
0.540,-1.285,0.112,0.338
0.560,-1.486,0.230,0.234
0.580,-1.673,0.401,0.397
0.600,-1.914,0.334,0.734
0.620,-2.000,0.010,0.655
0.640,-2.000,-0.256,0.706
0.660,-1.998,0.294,0.720
0.680,-2.000,1.086,0.040
0.700,-2.000,0.934,-1.059
0.720,-2.000,0.520,-1.245
0.740,-1.997,0.203,-0.663
0.760,-1.626,-0.039,-0.066
0.780,-0.879,0.309,0.331
0.800,-0.900,0.085,0.584
0.820,-1.186,-0.304,0.359
0.840,-1.206,-0.466,0.000
0.860,-1.113,-0.503,-0.166
0.880,-0.963,-0.134,-0.071
0.900,-0.701,0.282,0.408
0.920,-0.727,0.045,0.591
0.940,-1.120,-0.564,0.335
0.960,-1.260,-0.867,0.295
0.980,-1.077,-0.649,0.372
1.000,-0.884,-0.151,0.534
1.020,-0.717,0.297,0.649
1.040,-0.672,0.331,0.473
1.060,-0.630,-0.002,0.385
1.080,-0.503,-0.211,0.408
1.100,-0.396,-0.314,0.476
1.120,-0.261,-0.317,0.517
1.140,-0.143,-0.107,0.436
1.160,-0.148,0.098,0.210
1.180,-0.303,0.055,0.157
1.200,-0.405,-0.065,0.097
1.220,-0.453,-0.064,0.159
1.240,-0.521,0.034,0.112
1.260,-0.598,0.151,-0.022
1.280,-0.716,0.055,-0.100
1.300,-0.799,-0.121,0.069
1.320,-0.825,-0.232,0.287
1.340,-0.896,-0.293,0.419
1.360,-0.960,-0.320,0.548
