time,x-acceleration,y-acceleration,z-acceleration
0.000,-0.194,-0.162,-1.022
0.020,-0.207,-0.134,-1.002
0.040,-0.213,-0.127,-0.988
0.060,-0.210,-0.142,-0.978
0.080,-0.199,-0.157,-0.948
0.100,-0.191,-0.158,-0.921
0.120,-0.190,-0.150,-0.896
0.140,-0.214,-0.152,-0.910
0.160,-0.227,-0.150,-0.919
0.180,-0.229,-0.165,-0.929
0.200,-0.224,-0.180,-0.948
0.220,-0.214,-0.187,-0.953
0.240,-0.224,-0.184,-0.966
0.260,-0.234,-0.174,-0.982
0.280,-0.246,-0.176,-1.005
0.300,-0.246,-0.188,-1.022
0.320,-0.237,-0.176,-1.006
0.340,-0.234,-0.168,-1.005
0.360,-0.239,-0.165,-1.005
0.380,-0.243,-0.162,-1.005
0.400,-0.269,-0.169,-1.034
0.420,-0.282,-0.161,-1.033
0.440,-0.274,-0.146,-0.998
0.460,-0.272,-0.110,-0.946
0.480,-0.247,-0.126,-0.943
0.500,-0.252,-0.125,-0.976
0.520,-0.274,-0.126,-1.023
0.540,-0.260,-0.102,-1.007
0.560,-0.238,-0.102,-1.000
0.580,-0.232,-0.123,-1.032
0.600,-0.215,-0.123,-1.032
0.620,-0.198,-0.117,-1.015
0.640,-0.198,-0.114,-1.026
0.660,-0.198,-0.116,-1.041
0.680,-0.194,-0.096,-1.016
0.700,-0.198,-0.074,-0.992
0.720,-0.211,-0.061,-1.008
0.740,-0.217,-0.061,-1.023
0.760,-0.213,-0.048,-1.006
0.780,-0.208,-0.036,-0.998
0.800,-0.209,-0.039,-1.010
0.820,-0.203,-0.039,-1.020
0.840,-0.193,-0.056,-1.028
0.860,-0.177,-0.089,-1.015
0.880,-0.157,-0.119,-0.986
0.900,-0.148,-0.144,-0.979
0.920,-0.129,-0.160,-0.958
0.940,-0.108,-0.208,-0.958
0.960,-0.080,-0.244,-0.938
0.980,-0.082,-0.243,-0.922
1.000,-0.124,-0.218,-0.939
1.020,-0.157,-0.197,-0.951
1.040,-0.164,-0.189,-0.955
1.060,-0.172,-0.189,-0.972
1.080,-0.183,-0.163,-0.999
1.100,-0.210,-0.159,-1.053
1.120,-0.223,-0.139,-1.046
1.140,-0.216,-0.148,-1.017
1.160,-0.195,-0.177,-0.985
1.180,-0.204,-0.170,-0.950
1.200,-0.231,-0.172,-0.967
1.220,-0.223,-0.189,-0.984
1.240,-0.210,-0.193,-0.989
1.260,-0.216,-0.186,-0.997
1.280,-0.232,-0.186,-1.014
1.300,-0.234,-0.183,-1.009
1.320,-0.243,-0.174,-1.003
1.340,-0.249,-0.164,-1.010
1.360,-0.249,-0.142,-0.999
1.380,-0.249,-0.139,-0.991
1.400,-0.246,-0.142,-0.971
1.420,-0.254,-0.140,-0.970
1.440,-0.253,-0.125,-0.983
1.460,-0.245,-0.123,-1.016
1.480,-0.238,-0.110,-1.030
1.500,-0.213,-0.110,-1.051
1.520,-0.180,-0.143,-1.076
1.540,-0.142,-0.176,-1.051
1.560,-0.125,-0.195,-1.020
1.580,-0.134,-0.201,-1.010
1.600,-0.144,-0.196,-0.988
1.620,-0.143,-0.170,-0.950
1.640,-0.142,-0.168,-0.938
1.660,-0.142,-0.178,-0.927
1.680,-0.163,-0.154,-0.903
1.700,-0.185,-0.127,-0.888
1.720,-0.197,-0.127,-0.892
1.740,-0.203,-0.127,-0.887
1.760,-0.209,-0.151,-0.904
1.780,-0.192,-0.174,-0.917
1.800,-0.172,-0.166,-0.921
1.820,-0.204,-0.158,-0.990
1.840,-0.211,-0.184,-1.035
1.860,-0.217,-0.218,-1.070
1.880,-0.160,-0.215,-1.038
1.900,-0.209,-0.161,-1.080
1.920,-0.262,-0.143,-1.146
1.940,-0.219,-0.178,-1.101
1.960,-0.215,-0.178,-1.059
1.980,-0.212,-0.164,-1.018
2.000,-0.189,-0.170,-1.000
2.020,-0.183,-0.169,-1.019
2.040,-0.191,-0.159,-1.011
2.060,-0.170,-0.180,-0.992
2.080,-0.155,-0.175,-0.987
2.100,-0.172,-0.167,-1.006
2.120,-0.160,-0.176,-0.987
2.140,-0.156,-0.192,-0.968
2.160,-0.153,-0.203,-0.962
2.180,-0.175,-0.185,-0.965
2.200,-0.197,-0.166,-0.968
2.220,-0.204,-0.172,-0.968
2.240,-0.208,-0.167,-0.960
2.260,-0.224,-0.140,-0.956
2.280,-0.232,-0.137,-0.962
2.300,-0.234,-0.151,-0.982
2.320,-0.226,-0.150,-0.972
2.340,-0.223,-0.146,-0.984
2.360,-0.212,-0.181,-1.023
2.380,-0.194,-0.199,-1.020
2.400,-0.203,-0.184,-1.014
2.420,-0.197,-0.182,-1.003
2.440,-0.184,-0.153,-0.985
2.460,-0.196,-0.159,-1.015
2.480,-0.152,-0.193,-1.003
2.500,-0.141,-0.198,-0.981
2.520,-0.161,-0.168,-0.976
2.540,-0.172,-0.155,-0.967
2.560,-0.174,-0.153,-0.954
2.580,-0.175,-0.155,-0.942
2.600,-0.173,-0.144,-0.921
2.620,-0.193,-0.127,-0.924
2.640,-0.220,-0.104,-0.939
2.660,-0.221,-0.094,-0.939
2.680,-0.207,-0.104,-0.955
2.700,-0.207,-0.111,-0.987
2.720,-0.191,-0.111,-1.013
2.740,-0.186,-0.172,-1.006
2.760,-0.177,-0.204,-0.997
2.780,-0.171,-0.188,-0.989
2.800,-0.178,-0.180,-1.014
2.820,-0.168,-0.164,-1.030
2.840,-0.180,-0.177,-1.024
2.860,-0.186,-0.195,-1.026
2.880,-0.203,-0.137,-1.029
2.900,-0.210,-0.141,-1.045
2.920,-0.209,-0.139,-1.049
2.940,-0.230,-0.121,-1.061
2.960,-0.211,-0.122,-1.052
2.980,-0.199,-0.129,-1.062
3.000,-0.204,-0.134,-1.061
3.020,-0.202,-0.105,-1.003
3.040,-0.216,-0.077,-0.968
3.060,-0.219,-0.101,-0.978
3.080,-0.191,-0.135,-0.972
3.100,-0.178,-0.110,-0.943
3.120,-0.187,-0.113,-0.943
3.140,-0.191,-0.104,-0.939
3.160,-0.208,-0.090,-0.930
3.180,-0.212,-0.094,-0.923
3.200,-0.194,-0.104,-0.925
