time,x-acceleration,y-acceleration,z-acceleration
0.000,-1.000,-0.129,0.258
0.020,-1.010,-0.206,0.298
0.040,-1.012,-0.237,0.291
0.060,-1.020,-0.254,0.222
0.080,-1.054,-0.285,0.171
0.100,-1.131,-0.285,0.161
0.120,-1.183,-0.237,0.182
0.140,-1.163,-0.226,0.188
0.160,-1.129,-0.239,0.233
0.180,-1.177,-0.240,0.278
0.200,-1.183,-0.173,0.329
0.220,-1.173,-0.133,0.359
0.240,-1.183,-0.191,0.359
0.260,-1.208,-0.167,0.388
0.280,-1.201,-0.035,0.425
0.300,-1.137,0.072,0.421
0.320,-0.998,0.083,0.319
0.340,-0.876,0.021,0.242
0.360,-0.854,-0.021,0.243
0.380,-0.869,-0.044,0.297
0.400,-0.920,-0.026,0.379
0.420,-0.947,-0.034,0.402
0.440,-0.989,-0.029,0.355
0.460,-1.045,-0.006,0.329
0.480,-1.097,-0.019,0.365
0.500,-1.125,-0.004,0.427
0.520,-1.101,0.002,0.431
0.540,-1.065,-0.010,0.353
0.560,-1.005,-0.065,0.273
0.580,-0.968,-0.081,0.234
0.600,-0.961,-0.067,0.208
0.620,-0.955,-0.095,0.160
0.640,-0.953,-0.116,0.151
0.660,-0.952,-0.105,0.175
0.680,-0.959,-0.098,0.195
0.700,-0.986,-0.073,0.182
0.720,-1.025,-0.015,0.170
0.740,-1.041,0.025,0.199
0.760,-1.013,0.001,0.246
0.780,-0.987,-0.038,0.251
0.800,-0.987,-0.029,0.201
0.820,-0.989,-0.010,0.149
0.840,-1.017,-0.034,0.138
0.860,-1.093,-0.099,0.196
0.880,-1.182,-0.097,0.301
0.900,-1.191,-0.093,0.363
0.920,-1.154,-0.143,0.331
0.940,-1.145,-0.144,0.228
0.960,-1.190,-0.121,0.201
0.980,-1.238,-0.131,0.284
1.000,-1.214,-0.138,0.396
1.020,-1.179,-0.146,0.415
1.040,-1.200,-0.185,0.331
1.060,-1.227,-0.179,0.286
1.080,-1.166,-0.140,0.279
1.100,-1.056,-0.143,0.284
1.120,-0.986,-0.132,0.264
1.140,-0.924,-0.098,0.252
1.160,-0.890,-0.101,0.286
1.180,-0.904,-0.099,0.316
1.200,-0.943,-0.085,0.344
1.220,-0.964,-0.108,0.379
1.240,-0.998,-0.150,0.410
1.260,-1.064,-0.177,0.424
1.280,-1.125,-0.172,0.398
1.300,-1.127,-0.127,0.377
1.320,-1.083,-0.079,0.382
1.340,-1.019,-0.069,0.413
1.360,-0.957,-0.081,0.431
1.380,-0.901,-0.089,0.433
1.400,-0.887,-0.111,0.385
1.420,-0.909,-0.149,0.341
1.440,-0.928,-0.204,0.324
1.460,-0.929,-0.246,0.350
1.480,-0.903,-0.265,0.362
1.500,-0.929,-0.287,0.358
1.520,-0.963,-0.295,0.364
1.540,-0.943,-0.316,0.333
1.560,-0.922,-0.346,0.280
1.580,-0.939,-0.325,0.250
1.600,-0.948,-0.322,0.287
1.620,-0.958,-0.355,0.353
1.640,-0.980,-0.397,0.341
1.660,-1.030,-0.436,0.307
1.680,-1.078,-0.402,0.322
1.700,-1.077,-0.353,0.376
1.720,-1.040,-0.352,0.413
1.740,-1.008,-0.392,0.414
1.760,-1.058,-0.350,0.482
1.780,-1.195,-0.153,0.640
1.800,-1.224,-0.097,0.628
1.820,-1.183,-0.232,0.612
1.840,-1.195,-0.307,0.549
1.860,-1.213,-0.187,0.481
1.880,-1.135,-0.023,0.325
1.900,-1.021,0.066,0.206
1.920,-0.897,0.051,0.177
1.940,-0.798,0.092,0.316
1.960,-0.804,0.156,0.414
1.980,-0.844,0.161,0.363
2.000,-0.899,0.110,0.249
2.020,-0.985,0.060,0.270
2.040,-1.071,0.011,0.363
2.060,-1.120,-0.043,0.365
2.080,-1.105,-0.087,0.283
2.100,-1.052,-0.111,0.244
2.120,-1.014,-0.070,0.270
2.140,-1.008,-0.023,0.274
2.160,-1.004,-0.013,0.229
2.180,-0.998,-0.046,0.165
2.200,-0.991,-0.138,0.120
2.220,-1.008,-0.172,0.089
2.240,-1.029,-0.147,0.086
2.260,-1.020,-0.128,0.124
2.280,-1.005,-0.098,0.168
2.300,-1.010,-0.079,0.200
2.320,-1.011,-0.065,0.194
2.340,-1.002,-0.076,0.152
2.360,-1.006,-0.095,0.134
2.380,-1.020,-0.094,0.177
2.400,-1.038,-0.090,0.229
2.420,-1.078,-0.083,0.223
2.440,-1.119,-0.074,0.219
2.460,-1.139,-0.077,0.243
2.480,-1.144,-0.099,0.251
2.500,-1.138,-0.109,0.219
2.520,-1.146,-0.111,0.190
2.540,-1.200,-0.134,0.219
