time,x-acceleration,y-acceleration,z-acceleration
0.000,-0.292,0.538,0.846
0.020,-0.291,0.565,0.867
0.040,-0.291,0.581,0.851
0.060,-0.319,0.590,0.791
0.080,-0.376,0.578,0.714
0.100,-0.365,0.521,0.725
0.120,-0.321,0.510,0.804
0.140,-0.299,0.557,0.880
0.160,-0.294,0.591,0.870
0.180,-0.329,0.571,0.781
0.200,-0.363,0.528,0.738
0.220,-0.359,0.529,0.808
0.240,-0.331,0.568,0.866
0.260,-0.322,0.550,0.840
0.280,-0.346,0.517,0.776
0.300,-0.358,0.549,0.786
0.320,-0.321,0.565,0.856
0.340,-0.319,0.521,0.849
0.360,-0.361,0.505,0.781
0.380,-0.363,0.549,0.778
0.400,-0.326,0.582,0.830
0.420,-0.313,0.567,0.854
0.440,-0.335,0.558,0.817
0.460,-0.350,0.584,0.799
0.480,-0.342,0.550,0.832
0.500,-0.345,0.489,0.836
0.520,-0.380,0.515,0.788
0.540,-0.391,0.565,0.790
0.560,-0.363,0.541,0.819
0.580,-0.348,0.511,0.815
0.600,-0.338,0.556,0.798
0.620,-0.324,0.631,0.813
0.640,-0.308,0.621,0.837
0.660,-0.344,0.570,0.825
0.680,-0.351,0.528,0.786
0.700,-0.294,0.502,0.781
0.720,-0.249,0.485,0.816
0.740,-0.267,0.453,0.805
0.760,-0.317,0.458,0.755
0.780,-0.348,0.488,0.737
0.800,-0.350,0.498,0.805
0.820,-0.358,0.517,0.855
0.840,-0.376,0.558,0.841
0.860,-0.380,0.605,0.825
0.880,-0.329,0.628,0.857
0.900,-0.268,0.625,0.911
0.920,-0.255,0.589,0.882
0.940,-0.296,0.553,0.815
0.960,-0.341,0.531,0.778
0.980,-0.338,0.498,0.780
1.000,-0.338,0.480,0.790
1.020,-0.351,0.495,0.772
1.040,-0.352,0.523,0.778
1.060,-0.337,0.544,0.818
1.080,-0.333,0.545,0.818
1.100,-0.342,0.529,0.781
1.120,-0.337,0.536,0.793
1.140,-0.308,0.567,0.843
1.160,-0.294,0.576,0.874
1.180,-0.291,0.555,0.861
1.200,-0.296,0.543,0.831
1.220,-0.310,0.560,0.828
1.240,-0.319,0.558,0.844
1.260,-0.323,0.519,0.834
1.280,-0.340,0.502,0.804
1.300,-0.343,0.510,0.822
1.320,-0.322,0.526,0.866
1.340,-0.317,0.525,0.841
1.360,-0.338,0.518,0.783
1.380,-0.346,0.515,0.787
1.400,-0.320,0.533,0.846
1.420,-0.289,0.552,0.894
1.440,-0.292,0.535,0.862
1.460,-0.317,0.510,0.788
1.480,-0.323,0.514,0.792
1.500,-0.293,0.551,0.863
1.520,-0.279,0.564,0.875
1.540,-0.306,0.524,0.810
1.560,-0.325,0.492,0.776
1.580,-0.318,0.502,0.822
1.600,-0.294,0.543,0.874
1.620,-0.282,0.542,0.844
1.640,-0.298,0.516,0.786
1.660,-0.315,0.530,0.805
1.680,-0.296,0.542,0.870
1.700,-0.281,0.544,0.884
1.720,-0.301,0.536,0.836
1.740,-0.312,0.512,0.819
1.760,-0.316,0.518,0.855
1.780,-0.312,0.535,0.865
1.800,-0.312,0.527,0.833
1.820,-0.321,0.519,0.828
1.840,-0.328,0.520,0.859
1.860,-0.327,0.526,0.842
1.880,-0.325,0.511,0.789
1.900,-0.310,0.502,0.794
1.920,-0.285,0.529,0.863
1.940,-0.267,0.547,0.879
1.960,-0.279,0.538,0.852
1.980,-0.325,0.562,0.831
2.000,-0.311,0.602,0.861
2.020,-0.186,0.639,1.011
2.040,-0.154,0.589,1.098
2.060,-0.401,0.596,0.889
2.080,-0.420,0.498,0.671
2.100,-0.311,0.421,0.787
2.120,-0.261,0.638,0.787
2.140,-0.279,0.811,0.789
2.160,-0.276,0.746,0.831
2.180,-0.276,0.678,0.733
2.200,-0.364,0.741,0.523
2.220,-0.372,0.751,0.482
2.240,-0.239,0.653,0.702
2.260,-0.203,0.721,0.670
2.280,-0.248,0.778,0.547
2.300,-0.179,0.713,0.564
2.320,-0.058,0.729,0.678
2.340,-0.082,0.844,0.669
2.360,-0.120,0.856,0.606
2.380,-0.024,0.793,0.591
2.400,0.027,0.863,0.545
2.420,0.003,0.985,0.581
2.440,-0.030,1.001,0.631
2.460,-0.044,0.890,0.550
2.480,-0.026,0.780,0.454
2.500,-0.034,0.833,0.414
2.520,-0.045,0.896,0.424
2.540,-0.041,0.849,0.441
2.560,-0.020,0.825,0.464
2.580,-0.010,0.877,0.412
2.600,0.017,0.857,0.338
2.620,0.015,0.856,0.233
2.640,-0.017,0.870,0.302
2.660,-0.049,0.956,0.460
2.680,-0.078,1.054,0.481
2.700,-0.030,0.982,0.363
2.720,-0.015,0.878,0.221
2.740,0.003,0.860,0.278
2.760,0.007,0.970,0.355
2.780,-0.059,1.007,0.331
2.800,-0.074,0.943,0.334
2.820,-0.067,0.904,0.252
2.840,-0.007,0.839,0.231
2.860,0.046,0.923,0.336
2.880,0.037,1.029,0.308
2.900,0.071,0.998,0.271
2.920,0.034,1.005,0.326
2.940,0.027,1.043,0.441
